"","Player","Pick","Age","ThreePM","ThreeP_Perc","FTM","FTA","FT_Perc","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGMForty","FGAForty","ThreePAForty","FTMForty","FTAForty","TOVForty","PFForty","ORBForty","DRBForty","REBForty","ASTForty","STLForty","BLKForty","PTSForty","TS_Perc","eFG_Perc","Total S _Perc","ORB_Perc","DRB_Perc","TRB_Perc","AST_Perc","TOV_Perc","STL_Perc","BLK_Perc","USG_Perc","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","WS","WS/48","BPM","VORP","AVG_Raptor","AVG_WAR"
"414","Admiral Schofield",42,22,2,0.418,1.6,2.3,0.698,1.9,2.5,1.2,5,6.1,2,0.9,0.5,8.1,17.1,6,2,2.9,2.4,3.2,1.5,6.3,7.7,2.6,1.1,0.6,20.8,0.562,0.548,159,4.5,16.4,10.9,12,11.4,1.6,1.7,26.2,-1.7,1.2,110.9,98.9,12,390.2,19.4,0.1,0.017,-5.5,-0.3,-5.4,-0.5
"415","Bol Bol",44,19,1.4,0.52,3.1,4.1,0.757,2,1.7,2.1,7.4,9.6,1,0.8,2.7,11,19.7,3.7,4.2,5.5,2.7,2.2,2.8,10,12.8,1.3,1,3.6,28.2,0.632,0.61,183.7,8.8,25.3,17.9,8.8,10.7,1.5,13.1,32,-4.7,1.4,120.5,87.2,33.4,159.9,32.7,0.2,0.053,-1.9,0,-6.05,-0.1
"416","Brandon Clarke",21,22,0.1,0.267,2.9,4.2,0.694,1.5,2.1,3.1,5.5,8.6,1.9,1.2,3.1,9.9,14.4,0.6,4.2,6,2.2,3,4.4,7.8,12.2,2.7,1.7,4.4,24.1,0.699,0.693,164.8,13.9,19.7,17.1,12.1,11.3,2.3,11,23.9,-1,1.7,138.1,83.8,54.4,683.4,34.6,8.3,0.164,2.2,2.6,-0.2,1.5
"417","Bruno Fernando",34,20,0.1,0.3,3.3,4.3,0.779,2.8,2.7,2.9,7.7,10.6,2,0.6,1.9,6.8,11.2,0.4,4.4,5.7,3.7,3.6,3.9,10.3,14.2,2.7,0.9,2.5,18.1,0.653,0.612,168.6,12,27.5,20.3,14.5,21.2,1.3,7,22.6,-5.1,1.6,117.9,91.1,26.8,503.4,25.6,0.8,0.041,-4.6,-0.6,-6.2,-0.35
"418","Cam Reddish",10,19,2.5,0.333,2.4,3.2,0.772,2.7,2.4,0.6,3.1,3.7,1.9,1.6,0.6,5.8,16.2,10,3.3,4.3,3.6,3.2,0.7,4.2,5,2.6,2.1,0.8,18.1,0.499,0.459,146.2,2,10.7,6.5,10.6,16.5,2.9,1.9,25.2,-4.4,1.1,98.4,93.5,4.9,231,13.3,0,0.001,-4,-1.2,-2.9,-0.1
"419","Cameron Johnson",11,23,2.7,0.457,2.5,3.1,0.818,1.5,1.5,1.8,3.9,5.8,2.4,1.2,0.3,7.8,15.5,7.8,3.3,4.1,2,2,2.4,5.3,7.7,3.2,1.6,0.4,22.6,0.648,0.621,178.1,6.5,13.3,10,13.8,10.3,2.1,1.1,21.7,0.3,1.5,131.6,97.4,34.3,485,23.6,5.4,0.109,0.6,1.6,1.5,2.05
"420","Carsen Edwards",33,21,3.8,0.355,5.1,6.1,0.837,3.1,2,0.4,3.2,3.6,2.9,1.3,0.3,8.7,22.1,11.9,5.8,6.9,3.5,2.3,0.4,3.6,4.1,3.3,1.5,0.3,27.4,0.541,0.49,158.6,1.3,10.7,6,18.3,12.3,2.3,1,37.3,-3.6,1.2,110.3,102.4,7.9,377.4,22.5,0.5,0.042,-4.3,-0.3,-3.1,-0.15
"421","Chuma Okeke",16,20,1.4,0.387,1.7,2.4,0.722,1.7,1.9,2.8,4.1,6.8,1.9,1.8,1.2,6.1,12.3,5.1,2.4,3.3,2.4,2.6,3.8,5.6,9.4,2.6,2.5,1.7,16.5,0.597,0.577,160.5,10.6,16.9,13.6,12.4,14.5,3.6,5.6,19.8,-1.5,1.3,121.9,94.6,27.3,477,23,1.3,0.068,-1.3,0.2,2.7,1.2
"422","Coby White",7,19,2.3,0.353,3,3.7,0.8,2.7,1.9,0.3,3.2,3.5,4.1,1.1,0.3,7.5,17.8,9.3,4.2,5.2,3.7,2.7,0.5,4.5,5,5.7,1.5,0.4,22.5,0.556,0.516,157.7,1.3,11.4,6.4,24.6,15.5,2,1.3,27,0.2,1.3,111,98.5,12.5,341.2,18.6,2.1,0.031,-3.2,-1,-3.55,-0.4
"423","Cody Martin",36,23,1,0.358,2.2,2.9,0.763,1.9,2.5,0.9,3.5,4.5,4.9,1.4,0.7,5.2,10.2,3.2,2.5,3.3,2.2,2.9,1.1,4.1,5.2,5.7,1.6,0.8,14,0.594,0.562,162.6,3.1,11.1,7.2,25.9,15.6,2.2,2.2,17.3,4,1.4,121.3,95.2,26,400.4,18.1,1.7,0.054,-2.3,-0.1,1.05,1.35
"424","Daniel Gafford",38,20,0,0,3.6,6,0.591,2.4,2.8,2.8,5.8,8.7,0.7,0.9,2,9.3,14.1,0,5,8.4,3.3,3.8,4,8.1,12.1,1,1.3,2.7,23.6,0.652,0.66,125.1,11.2,22.7,17,5.9,15.5,1.8,8.4,26,-6.4,1.7,116.6,95.2,21.4,452.1,26.7,3.6,0.165,0.1,0.6,-0.7,0.4
"425","Darius Garland",5,19,2.2,0.478,2.4,3.2,0.75,3,1.4,0.4,3.4,3.8,2.6,0.8,0.4,8.3,15.5,6.6,3.5,4.6,4.3,2,0.6,4.9,5.5,3.7,1.2,0.6,23.3,0.657,0.639,176.5,1.6,11.7,7,18.5,19.6,1.5,1.3,25.5,-4.4,1.5,114.4,97.2,17.2,49.8,20.1,-0.5,-0.007,-4.1,-1.8,-5.35,-2.05
"426","De'Andre Hunter",4,21,1.2,0.438,3.2,4.1,0.783,1.4,2,1.4,3.7,5.1,2,0.6,0.6,6.6,12.8,3.4,4,5.1,1.7,2.5,1.7,4.6,6.3,2.4,0.7,0.7,18.8,0.618,0.579,174.2,5.6,13.3,9.7,13,10,1.2,2.4,24.1,-0.2,1.5,126.1,94.3,31.8,411.4,23.1,1.9,0.034,-3.2,-0.8,0.65,0.6
"427","Dylan Windler",26,22,3,0.429,3.5,4.2,0.847,2.1,2.1,1.9,8.9,10.8,2.5,1.4,0.6,8.9,16.4,8.5,4.2,5,2.5,2.5,2.3,10.7,13,3.1,1.7,0.7,25.6,0.681,0.651,181.6,6.8,27.3,17.7,13.6,11.8,2.3,1.7,25.7,-1.1,1.6,129.3,93.9,35.4,643.4,29,0.5,0.051,-1.7,0,-1.5,0.3
"428","Eric Paschall",41,22,1.9,0.348,3.8,5,0.746,2.3,2.1,1.3,4.9,6.1,2.1,0.7,0.5,6,13.4,6.2,4.2,5.6,2.5,2.4,1.4,5.4,6.8,2.4,0.8,0.5,18.3,0.57,0.528,154.1,4.2,15.9,10.1,12.9,13.6,1.2,1.6,24.6,-2.5,1.4,112.5,102.9,9.6,376.9,18.2,2.9,0.059,-2.9,-0.5,-4.15,-0.9
"429","Grant Williams",22,20,0.4,0.326,5.8,7,0.819,2.2,3,2.2,5.3,7.5,3.2,1.1,1.5,7.9,14.1,1.6,7.2,8.8,2.8,3.7,2.8,6.6,9.4,4,1.4,1.9,23.6,0.646,0.582,170.9,8.5,17.3,13.3,18.5,13.4,2.1,5.4,26.4,-0.4,1.7,128.9,95.7,33.3,592.2,28.8,2.5,0.062,-3.2,-0.6,-2.8,0.4
"430","Ignas Brazdeikis",47,20,1.5,0.392,3.1,4.1,0.773,1.2,2.1,1.2,4.3,5.4,0.8,0.7,0.5,6.9,14.8,5.2,4.2,5.5,1.7,2.9,1.6,5.8,7.3,1.1,0.9,0.7,20,0.573,0.531,162.7,4.7,16.2,10.6,6.1,8.8,1.5,1.7,26.1,-2.5,1.3,113.5,90.4,23,337.5,20.5,-0.2,-0.119,-10.2,-0.1,-15.9,-0.2
"431","Isaiah Roby",45,21,0.8,0.333,2.6,3.8,0.677,2,3.2,1.9,5,6.9,1.9,1.3,1.9,5.4,11.9,3.1,3.3,4.9,2.6,4.1,2.4,6.4,8.8,2.5,1.6,2.4,15.1,0.532,0.497,146.4,6.6,17.8,12.2,12.5,15.2,2.4,6.4,21.6,-2.3,1.3,105.6,96.1,9.5,369.6,18.7,1.3,0.058,-2.9,-0.2,-8.65,-0.05
"432","Ja Morant",2,19,1.7,0.363,6.7,8.2,0.812,5.2,1.5,1.2,4.5,5.7,10,1.8,0.8,8.8,17.6,5.2,7.3,9,5.6,1.6,1.3,4.9,6.2,11,1.9,0.9,26.8,0.612,0.553,167.5,3.9,12.7,8.6,51.8,20.5,2.7,2.3,33.3,4.1,1.5,119.5,95.1,24.4,680.8,29.9,6.1,0.084,-0.1,1.6,-1.2,1.15
"433","Jalen McDaniels",52,21,0.7,0.32,2.7,3.7,0.732,2.4,2.9,2,6.3,8.3,2.1,1.1,0.5,8,17.2,2.8,3.5,4.8,3.1,3.8,2.5,8.1,10.6,2.7,1.4,0.6,20.5,0.525,0.492,151.8,7.3,22.7,15.1,16.2,13.7,2.1,1.8,28.6,-3.3,1.2,103.9,94,9.9,373.6,19.9,1.1,0.075,-3.3,-0.2,-3.15,0.05
"434","Jarrell Brantley",50,23,1.2,0.328,3.9,4.9,0.785,2.6,2.7,1.7,6.7,8.4,2.4,1.4,0.9,8.5,16.4,4.1,4.6,5.8,3,3.2,2,7.9,9.9,2.9,1.6,1,22.9,0.598,0.559,163,6.6,24.2,15.6,15.9,13.7,2.5,3.3,30,-3,1.4,115.8,97.7,18.1,482.9,26.9,0.3,0.093,-1.5,0,-6.6,-0.15
"435","Jarrett Culver",6,20,1.3,0.304,3.9,5.5,0.707,2.7,1.9,1.4,5,6.4,3.7,1.5,0.6,8.2,17.9,5.2,4.8,6.7,3.3,2.4,1.8,6.1,7.9,4.6,1.8,0.7,22.8,0.542,0.505,147.2,5.7,17.2,11.8,26.1,13.7,2.7,2.2,32.2,-0.7,1.3,109.2,86,23.2,489,24.1,-0.2,-0.006,-4.6,-1.3,-2.95,-0.35
"436","Jaxson Hayes",8,19,0,0,2.3,3.1,0.74,0.9,3.3,1.8,3.2,5,0.3,0.6,2.2,6.6,9,0,4,5.4,1.6,5.7,3,5.6,8.6,0.5,1,3.8,17.1,0.739,0.728,146.8,8.8,16.4,12.6,2.6,11.8,1.5,10.8,17.2,-3.2,1.9,139.2,96.2,43.1,306.2,25.3,5.8,0.164,-0.4,0.7,-4.85,-0.4
"437","Jaylen Hands",56,20,2,0.373,2.6,3.3,0.78,3.2,1.2,0.4,3.3,3.7,6.1,1.3,0.2,6.1,14.9,6.9,3.3,4.2,4.1,1.6,0.5,4.2,4.7,7.8,1.7,0.2,18.2,0.537,0.499,156.5,1.3,10.5,6.1,36.5,19.5,2.3,0.5,24.6,2.7,1.2,107.1,105.8,1.3,357.6,17.8,NA,NA,NA,NA,NA,NA
"438","Jaylen Nowell",43,19,1.4,0.44,2.6,3.4,0.779,2.9,2.2,1,4.3,5.3,3.1,1.3,0.2,7,14,3.7,3.1,3.9,3.4,2.6,1.1,5,6.1,3.6,1.5,0.3,18.8,0.592,0.561,172.1,3.5,14.9,9.3,20.8,17.7,2.2,0.8,25.3,-2.6,1.3,110.4,97.4,13,382.5,19.4,0.8,0.047,-3,-0.2,-1.5,0.15
"439","Jordan Bone",57,21,1.4,0.355,2.1,2.5,0.835,2,1.3,0.5,2.7,3.2,5.8,0.7,0.1,6.1,13.1,4.6,2.5,3,2.4,1.6,0.6,3.2,3.9,7.1,0.9,0.1,16.3,0.562,0.527,165.5,1.9,8.5,5.5,30.3,14.3,1.2,0.4,21.3,5.7,1.2,118.4,104.5,13.9,403.6,18.1,0.1,0.015,-5.9,-0.2,-11.7,-0.45
"440","Jordan Poole",28,20,2,0.369,2,2.4,0.833,1.5,2,0.2,2.8,3,2.2,1.1,0.2,5.3,12,6.6,2.4,2.9,1.9,2.4,0.3,3.3,3.6,2.6,1.3,0.3,15.4,0.573,0.538,163.9,0.8,9.3,5.2,12.9,12.2,2,0.7,20.9,-0.3,1.3,109.9,92.6,17.2,280,15.4,-0.3,-0.007,-4.7,-1.3,-4.4,-0.75
"441","Justin James",40,22,1.6,0.296,6.2,8.4,0.741,4.2,2.1,1,7.5,8.5,4.4,1.5,0.6,7.5,18.2,5.5,6.6,8.8,4.4,2.2,1,7.9,8.9,4.6,1.6,0.6,23.1,0.515,0.454,144.6,3.2,22.2,13.1,33,16.3,2.2,1.7,35.6,-3.2,1.3,98,102.9,-4.9,439.8,20.9,0.1,0.01,-3.1,-0.1,-1.75,0.1
"442","Justin Wright-Foreman",53,21,3.1,0.425,5.1,5.9,0.864,2.6,1.9,0.3,3.7,4,2.9,0.9,0.2,10,19.6,7.8,5.4,6.2,2.8,2,0.4,3.9,4.3,3.1,0.9,0.2,28.7,0.637,0.596,180,1.2,11.5,6.6,17.4,10.9,1.3,0.6,32.9,-1.8,1.5,123.8,107.2,16.6,509.5,27.4,0,-0.008,-9,-0.1,-12.6,-0.2
"443","Keldon Johnson",29,19,1.2,0.381,2.9,4.2,0.703,1.6,2.2,1.3,4.5,5.9,1.6,0.8,0.2,6.1,13.1,4.2,3.8,5.5,2.1,2.9,1.7,5.9,7.6,2.1,1,0.2,17.5,0.558,0.521,154.6,5.5,16.4,11.3,10.6,11.8,1.5,0.6,22.7,-1.8,1.3,116,97.2,18.8,328.6,17.9,3.7,0.105,-1.1,0.4,-0.2,0.4
"444","Kevin Porter, Jr.",30,19,1.3,0.412,1.1,2.2,0.522,1.9,2.1,1,3,4,1.4,0.8,0.5,6.4,13.5,5.9,2.1,4,3.4,3.8,1.7,5.5,7.2,2.6,1.5,0.9,17.2,0.559,0.561,140.5,4.8,14.5,9.8,11.9,17.9,2.1,2.5,23.5,-4,1.3,101.1,100.2,1,130,15.9,0.3,0.008,-3.7,-0.7,-4,-0.7
"445","Kyle Guy",55,21,3.2,0.426,1.8,2.2,0.833,1.4,1,0.7,3.8,4.5,2.1,0.7,0.1,5.9,13.1,8.4,2.1,2.5,1.6,1.2,0.8,4.3,5.1,2.3,0.8,0.1,17.4,0.609,0.585,170.8,2.7,12.5,7.9,11.9,9.9,1.3,0.2,22.7,-0.1,1.3,121.9,95.8,26.2,392.2,19.7,0.1,0.042,-4.4,-0.1,-10.55,0
"446","KZ Okpala",32,20,1.1,0.368,4,6,0.671,2.9,2.5,1.2,4.5,5.7,2,1,0.5,7.2,15.5,3.7,4.9,7.3,3.5,3.1,1.4,5.5,7,2.4,1.2,0.6,20.6,0.543,0.507,150.2,4.1,14.9,9.7,13,15.6,1.7,1.4,27.3,-4.5,1.3,103.8,99.8,4,262.6,17.4,0.2,0.032,-5.9,-0.3,-7.85,-0.35
"447","Marial Shayok",54,23,2.1,0.386,3.2,3.6,0.878,2.7,2.1,1.4,3.5,4.9,2,0.9,0.2,8.2,16.5,6.6,3.9,4.4,3.3,2.5,1.7,4.3,6,2.4,1.1,0.3,22.8,0.612,0.573,176,5.1,11.7,8.6,12.2,14.9,1.7,0.8,28.1,-4.2,1.4,114.1,101.9,12.1,362.4,21.3,-0.1,-0.13,-13,-0.1,-7.1,-0.1
"448","Matisse Thybulle",20,22,1.3,0.305,1.6,1.9,0.851,1.8,2.8,0.8,2.3,3.1,2.1,3.5,2.3,4,9.7,5.4,2,2.4,2.4,3.6,1,3,4,2.8,4.5,2.9,11.7,0.542,0.5,157,3,8.9,6.1,13.5,17.9,6.7,8.4,17.2,-1.4,1.2,104.8,87.1,17.7,358.4,18.7,4.6,0.098,0.9,1.7,1.25,2.05
"449","Mfiondu Kabengele",27,21,0.6,0.369,3.7,4.9,0.761,1.3,2.6,2.1,3.8,5.9,0.3,0.6,1.5,8.2,16.4,3.3,6.9,9,2.4,4.8,4,7.1,11,0.6,1.1,2.8,24.5,0.593,0.538,163.2,11.5,20,15.8,3.2,10.4,1.5,8.3,28.5,-5.1,1.5,120.7,92.1,28.6,353,27.3,0.1,0.032,-5.4,-0.2,-1.05,0.05
"450","Miye Oni",58,22,1.9,0.371,3.7,4.7,0.793,2.6,2.7,0.7,5.6,6.3,3.6,0.9,1.3,7.4,16.9,6.7,4.8,6,3.3,3.5,0.8,7.3,8.1,4.6,1.2,1.6,22.1,0.561,0.515,160.4,2.6,18.6,11.3,20.9,14.5,1.6,4.3,28.4,-0.7,1.3,109.3,97.9,11.4,355.4,21.2,0.7,0.076,-2.9,-0.1,-1.45,0.1
"451","Nassir Little",25,19,0.4,0.269,2.1,2.8,0.77,1.3,1.6,1.6,3,4.6,0.6,0.5,0.5,8,16.7,3.2,4.7,6.1,2.9,3.6,3.5,6.7,10.1,1.4,1.2,1.2,21.6,0.549,0.504,151.7,9.2,16.9,13.1,6.1,13,1.5,3.3,25.3,-4.6,1.3,110.3,96,14.4,232.2,19.1,1.6,0.073,-2.8,-0.2,-3.25,-0.1
"452","Nickeil Alexander-Walker",17,20,1.7,0.374,3.3,4.2,0.778,2.9,2.3,0.5,3.6,4.1,4,1.9,0.5,6.5,13.7,5.3,3.8,4.9,3.3,2.7,0.5,4.2,4.8,4.6,2.2,0.6,18.9,0.586,0.546,162.6,1.8,13,7.5,24.7,17.1,3.4,2.3,26.4,-0.6,1.4,112.1,94.4,17.6,384.5,20.9,0.4,0.012,-2.9,-0.3,-2,0.2
"453","Nicolas Claxton",31,20,0.6,0.281,3.8,6,0.641,2.1,2.8,2.2,6.3,8.6,1.8,1.1,2.5,5.4,11.8,2.5,4.9,7.6,2.7,3.6,2.8,8,10.8,2.3,1.3,3.2,16.4,0.533,0.49,138.2,8.3,20.7,14.8,12.2,14.7,1.9,8,22.1,-2.8,1.4,108.1,98.4,9.7,404,20.2,1.8,0.146,0.4,0.4,0.3,0.15
"454","P.J. Washington",12,20,0.9,0.423,3.4,5.1,0.663,2,2.5,2.3,5.2,7.5,1.8,0.9,1.2,7.4,14.2,3,4.6,7,2.7,3.4,3.2,7.1,10.3,2.5,1.2,1.7,20.7,0.592,0.567,160.8,10.1,19.7,15.3,13,13.3,1.7,4.7,25.7,-2.7,1.5,119.6,93.6,26,433.5,24.6,3.7,0.056,-1.6,0.3,-2.65,-0.05
"455","Quinndary Weatherspoon",49,22,1.6,0.396,4.4,5.4,0.809,2.9,2.1,1.3,3.4,4.7,2.8,1.7,0.3,7.4,14.5,4.8,5.1,6.3,3.4,2.5,1.6,3.9,5.5,3.3,2,0.3,21.7,0.622,0.574,171.3,4.7,11.6,8.2,16.6,16.4,2.9,1,26.1,-3.1,1.5,119.3,103.3,16.1,404.6,22.8,-0.2,-0.065,-7.8,-0.2,-22.5,-0.35
"456","R.J. Barrett",3,19,1.9,0.308,3.9,5.9,0.665,3.2,1.8,1.6,6,7.6,4.3,0.9,0.4,9.5,20.9,7.1,4.4,6.7,3.7,2.1,1.8,6.8,8.6,4.9,1,0.5,25.7,0.532,0.506,142.8,4.8,17.2,11.2,23.5,13.2,1.4,1.2,32.2,-1,1.2,110.2,95,15.2,536.2,22.5,2.7,0.036,-2.7,-0.7,-2.15,0.15
"457","Romeo Langford",14,19,1.1,0.272,4.4,6.1,0.722,2.1,1.9,1.4,4,5.4,2.3,0.8,0.8,6.5,14.5,4.6,5.1,7.1,2.5,2.2,1.6,4.7,6.3,2.7,0.9,1,19.4,0.542,0.491,144.2,4.9,12.8,9,14.3,12.2,1.3,2.6,26.1,-1.7,1.3,109.4,100,9.4,327.2,19,0.2,0.026,-4.7,-0.3,-0.2,0.5
"458","Rui Hachimura",9,21,0.4,0.417,4.4,6,0.739,1.8,2,1.4,5.1,6.5,1.5,0.9,0.7,9.8,16.7,1.3,5.9,7.9,2.4,2.6,1.9,6.7,8.6,2,1.3,1,26.1,0.639,0.608,174.7,5.9,17,12.1,9.1,10.7,1.8,2.4,28.1,-2.7,1.6,125.5,91,34.4,503,27.3,3.2,0.055,-3.3,-1,-4.6,-1.15
"459","Talen Horton-Tucker",46,18,1.4,0.308,1.6,2.5,0.625,1.7,2.3,0.7,4.2,4.9,2.3,1.3,0.7,6.5,16.1,6.7,2.3,3.7,2.5,3.3,1,6.2,7.1,3.4,1.9,1,17.4,0.488,0.47,133.9,2.9,16.8,10.2,16.2,12.4,2.8,2.7,26.1,-0.6,1.1,100,96.8,3.2,278.2,16.7,1.6,0.072,-1.7,0.1,-1.15,0.3
"460","Terance Mann",48,22,0.8,0.39,2.6,3.4,0.79,1.8,2.2,2.5,4,6.5,2.5,0.7,0.3,5,9.9,2.6,3.3,4.2,2.2,2.8,3.1,5,8.2,3.2,0.9,0.4,14.4,0.603,0.557,168.5,9.1,14.2,11.7,15.5,15.7,1.2,1.2,17.5,-0.2,1.5,122.7,98.8,23.8,384.8,17.9,3.5,0.127,-0.6,0.5,-1.8,0.2
"461","Tremont Waters",51,21,1.7,0.327,3.2,3.9,0.812,3.5,1.9,0.3,2.5,2.8,5.8,2.9,0.1,6.4,15,6.4,3.9,4.8,4.3,2.4,0.4,3.1,3.4,7.2,3.6,0.1,18.8,0.547,0.5,157,1.1,8.6,4.9,33.5,19.8,5.1,0.4,25.7,1.3,1.3,109.6,99.3,10.4,373.5,20.7,-0.1,-0.017,-3.5,-0.1,-4.9,-0.15
"462","Ty Jerome",24,21,2.1,0.399,1.8,2.5,0.736,1.6,1.8,0.5,3.8,4.2,5.5,1.5,0,5.7,13,6.3,2.1,2.9,1.9,2.1,0.5,4.4,5,6.4,1.8,0,16,0.555,0.532,157,1.8,12.9,7.7,32.5,11.9,3,0.1,23.4,6.7,1.2,120.7,92,28.7,448.9,21.9,0.7,0.041,-2.4,-0.1,-3.25,-0.15
"463","Tyler Herro",13,19,1.6,0.355,2.4,2.5,0.935,1.6,1.3,0.4,4.1,4.5,2.5,1.1,0.3,6.2,13.4,5.6,2.9,3.1,2,1.6,0.5,5,5.5,3,1.3,0.4,17.2,0.58,0.536,175.2,1.6,13.9,8.2,15.2,11.8,2,1.1,21.4,0.1,1.3,120,97,23,370.6,18.7,2.7,0.046,-1.8,0.2,-1.05,1.15
"464","Zion Williamson",1,18,0.7,0.338,3.9,6.2,0.64,2.4,2.1,3.5,5.4,8.9,2.1,2.1,1.8,12,17.6,2.9,5.3,8.2,3.2,2.7,4.7,7.2,11.8,2.7,2.8,2.4,30.1,0.702,0.708,165.9,12.7,18.2,15.6,14.6,12.8,3.8,5.8,28.4,-3.1,1.7,133.6,86.4,47.3,677.4,37.8,9.3,0.196,4.6,3.8,1.2,1.75
"465","Aleksej Pokusevski",17,18,1.4,0.321,1.5,1.9,0.783,1.8,1.4,1.2,6.1,7.2,2.8,1.2,1.7,6.6,16.4,8.3,2.8,3.6,3.3,2.7,2.2,11.4,13.6,5.3,2.2,3.1,18.6,0.517,0.481,150.3,7,34.9,21.2,25.3,15.4,3.1,8.3,26.1,0.7,1.1,104,84.5,19.6,138.9,21.8,-1,-0.063,-5.3,-0.7,-7,-0.6
"466","Deni Avdija",9,19,1,0.333,1.1,1.9,0.588,1.6,2.1,0.6,4.1,4.7,2,0.7,0.7,6.3,12.5,5.7,2.1,3.6,2.9,3.8,1,7.6,8.6,3.7,1.2,1.2,16.6,0.591,0.581,142.6,3.2,21.7,12.9,14.8,17.1,1.7,3.2,19.7,-1.1,1.3,109.1,99.6,9.5,446.8,15.2,0.9,0.038,-4.1,-0.6,-1.9,0.2
"467","Killian Hayes",7,19,0.9,0.294,2.4,2.7,0.876,3.2,3,0.4,2.5,2.8,5.4,1.5,0.3,6.7,13.9,5,3.8,4.3,5.2,4.8,0.6,4,4.5,8.7,2.3,0.4,18.7,0.591,0.535,165.3,1.9,12.2,7.2,38.7,24.7,3.1,1.2,24.3,1.5,1.3,107.6,109.7,-2.1,288.4,16.5,-0.6,-0.125,-10.1,-0.5,-14,-0.9
"468","LaMelo Ball",3,19,1.8,0.279,2.7,3.8,0.7,2.5,2.6,2,5.8,7.8,6.8,1.5,0.2,8.1,20.7,8.4,3.4,4.9,3.2,3.3,2.6,7.5,10,8.6,2,0.2,21.9,0.479,0.445,136.8,6.2,22.2,13.4,36.1,12.4,2.4,0.5,27.2,5.9,1.1,108,113.8,-5.8,189,18.5,2.9,0.12,2.7,1.4,0.7,1.8
"469","Leandro Bolmaro",23,20,0.9,0.293,1.1,1.6,0.711,1.8,2,0.4,1.2,1.6,2.5,1.2,0.1,6.9,16.3,7.3,2.6,3.7,4.1,4.7,1,2.7,3.7,5.9,2.7,0.3,18.5,0.517,0.488,142.6,3.2,8.1,5.7,24.9,18.5,3.7,0.8,25.3,-0.3,1.1,101.8,98.9,2.9,107.8,14,NA,NA,NA,NA,NA,NA
"470","Marko Simonovic",44,21,0.8,0.311,4.2,5.3,0.803,2.2,3.8,3.5,4.5,8,1.2,1.1,1.2,5,12.3,7.8,3.2,4,1.3,2.8,1,5.1,6.1,1.4,1,0.1,16.2,0.605,0.543,162.4,13.4,18.1,15.7,8.5,14,1.9,4.1,24.2,-4.8,1.5,117.4,109.2,8.1,297.4,21,NA,NA,NA,NA,NA,NA
"471","R.J. Hampton",24,19,0.9,0.294,1.6,2.2,0.737,1.5,2.1,0.8,3.1,3.9,2.5,1.2,0.4,6.6,15.9,5.6,3.1,4.2,2.8,4,1.5,5.9,7.4,4.6,2.2,0.8,18,0.507,0.469,144.8,4.3,16.3,10.3,17.8,13.5,2.8,1.6,22.4,0.8,1.1,104.8,111.3,-6.6,120.5,15.3,0.2,0.021,-4.6,-0.3,-11.5,-1
"472","Theo Maledon",34,19,0.8,0.333,1.7,2.1,0.776,1.6,2.7,0.2,1.7,1.9,2.7,0.5,0.1,5.5,13.1,5.9,3.8,4.9,3.8,6.2,0.4,4,4.4,6.3,1.1,0.3,16.8,0.551,0.496,153,1.3,14.4,7.5,27.4,19.8,1.5,0.7,23,1.1,1.3,105.8,112.9,-7.1,186,12.5,-0.3,-0.01,-5.3,-1.1,-6.3,-1.3
"473","Yam Madar",47,19,0.7,0.267,2.2,2.7,0.812,2.1,2.1,0.6,1.8,2.4,3.4,1,0.2,5.9,13.3,4.4,3.5,4.4,3.4,3.5,1,3,3.9,5.5,1.6,0.3,16.5,0.543,0.488,152.3,2.7,8.6,5.5,22.9,18.2,2.1,0.8,20.5,0.8,1.2,102.8,106.8,-4,204.4,12.7,NA,NA,NA,NA,NA,NA
"474","Aaron Nesmith",14,21,4.3,0.522,3.7,4.5,0.825,1.7,2.8,0.8,4.1,4.9,0.9,1.4,0.9,8.4,16.4,9.2,4.2,5,1.9,3.1,0.9,4.6,5.4,1,1.6,1,25.8,0.685,0.659,185.9,2.6,13.5,8.1,5.8,9.3,2.3,2.6,26,-3,1.6,130.8,102.3,28.6,199.9,29.1,0.2,0.028,-4.8,-0.3,-2.7,0
"475","Anthony Edwards",1,19,2.2,0.294,4.1,5.3,0.772,2.7,2.2,0.8,4.5,5.2,2.8,1.3,0.6,7.7,19.1,9.3,5,6.5,3.3,2.6,0.9,5.4,6.3,3.4,1.6,0.7,23.1,0.52,0.473,146.8,2.5,14.8,8.7,17.9,12.9,2.3,1.7,30.4,-2.4,1.2,105.7,102.6,3.1,328.4,21.6,-0.6,-0.016,-4,-0.9,-5.2,-1.3
"476","C.J. Elleby",46,20,2.3,0.339,3.8,4.6,0.823,2.2,2.9,1.2,6.6,7.8,1.9,1.8,0.8,7.4,18.6,8.1,4.5,5.5,2.6,3.5,1.5,7.9,9.4,2.2,2.1,1,22,0.519,0.47,155.8,3.8,23.2,12.9,13.4,10.8,2.9,2.5,29.2,-2.7,1.2,104.8,91.7,13.1,384.4,23.3,0.1,0.026,-5.4,-0.1,NA,NA
